Date,Front,Next,Carry
2015-05-18,1.1314,1.1147,-0.17844592216173016
2015-05-19,1.1147,1.1091,-0.060437217418582656
2015-05-20,1.1091,1.1112,0.022699641953258135
2015-05-21,1.1112,1.1015,-0.10521150237283525
2015-05-22,1.1015,1.0975,-0.04365625551685677
2015-05-25,1.0975,1.0873,-0.1120476833474718
2015-05-26,1.0873,1.0903,0.03306394450358995
2015-05-27,1.0903,1.0946,0.047233343969779344
2015-05-28,1.0946,1.0987,0.0448639559642085
2015-05-29,1.0987,1.0925,-0.06790817684507983
2015-06-01,1.0925,1.1152,0.24678135643817128
2015-06-02,1.1152,1.1274,0.13056402769458283
2015-06-03,1.1274,1.1237,-0.039447416803415625
2015-06-04,1.1237,1.1111,-0.13531555588672353
2015-06-05,1.1111,1.1291,0.19284407515816268
2015-06-08,1.1291,1.1283,-0.008505360504912438
2015-06-09,1.1283,1.1324,0.04352638912012991
2015-06-10,1.1324,1.1257,-0.07121051852383672
2015-06-11,1.1257,1.1268,0.01172031169751184
2015-06-12,1.1268,1.1283,0.015963817706194466
2015-06-15,1.1283,1.1246,-0.03941589943558959
2015-06-16,1.1246,1.1335,0.09459328907378625
2015-06-17,1.1335,1.1358,0.024324689948982365
2015-06-18,1.1358,1.1352,-0.006340819169990523
2015-06-19,1.1352,1.134,-0.012691698697627755
2015-06-22,1.134,1.1169,-0.18233057689099702
2015-06-23,1.1169,1.1205,0.03861628433040952
2015-06-24,1.1205,1.1204,-0.0010709982603381426
2015-06-25,1.1204,1.1164,-0.042918500685435734
2015-06-26,1.1164,1.1235,0.0760750795586007
2015-06-29,1.1235,1.1135,-0.10728725913553894
2015-06-30,1.1135,1.1052,-0.08978272377792955
2015-07-01,1.1052,1.1083,0.03361194878815206
2015-07-02,1.1083,1.1112,0.031358431902318976
2015-07-03,1.1112,1.1055,-0.061713493711596484
2015-07-06,1.1055,1.101,-0.04894636289785205
2015-07-07,1.101,1.1075,0.07063638235932926
2015-07-08,1.1075,1.1036,-0.04233191491391644
2015-07-09,1.1036,1.1162,0.13622995213442762
2015-07-10,1.1162,1.1002,-0.17325693495570618
2015-07-13,1.1002,1.1009,0.0076325476199951585
2015-07-14,1.1009,1.0947,-0.06777208759014976
2015-07-15,1.0947,1.0874,-0.08028992878429672
2015-07-16,1.0874,1.0828,-0.050870963660089835
2015-07-17,1.0828,1.0825,-0.0033251743620136805
2015-07-20,1.0825,1.0936,0.12242190639713674
2015-07-21,1.0936,1.0933,-0.0032923316316077313
2015-07-22,1.0933,1.0981,0.052569217958743114
2015-07-23,1.0981,1.0982,0.0010927468932549218
2015-07-24,1.0982,1.1091,0.11851679719108377
2015-07-27,1.1091,1.1058,-0.03575784848236022
2015-07-28,1.1058,1.0984,-0.08057375340085467
2015-07-29,1.0984,1.0931,-0.058042549847659136
2015-07-30,1.0931,1.0987,0.061319596884546065
2015-07-31,1.0987,1.0949,-0.04157553392947289
2015-08-03,1.0949,1.088,-0.07586263756189379
2015-08-04,1.088,1.0904,0.026441435597218964
2015-08-05,1.0904,1.0923,0.020891561606095288
2015-08-06,1.0923,1.0965,0.04605268810134385
2015-08-07,1.0965,1.1016,0.05568455467802495
2015-08-10,1.1016,1.104,0.02611535307114804
2015-08-11,1.104,1.1156,0.12542914699551738
2015-08-12,1.1156,1.1148,-0.008608321746487358
2015-08-13,1.1148,1.1106,-0.045295281603436106
2015-08-14,1.1106,1.108,-0.028125858003331276
2015-08-17,1.108,1.1018,-0.06733658722335784
2015-08-18,1.1018,1.1117,0.10734203041143664
2015-08-19,1.1117,1.1241,0.13310808273818642
2015-08-20,1.1241,1.1387,0.15485454418569594
2015-08-21,1.1387,1.1618,0.24099918890247168
2015-08-24,1.1618,1.1514,-0.1079031998006747
2015-08-25,1.1514,1.1315,-0.209212886017406
2015-08-26,1.1315,1.1243,-0.07660279581453577
2015-08-27,1.1243,1.1179,-0.06850433375320826
2015-08-28,1.1179,1.1211,0.03430105059921503
2015-08-31,1.1211,1.1317,0.11292696974817551
2015-09-01,1.1317,1.1226,-0.09688204156556225
2015-09-02,1.1226,1.1121,-0.1127676441996317
2015-09-03,1.1121,1.1146,0.02694571572767518
2015-09-04,1.1146,1.1167,0.02258773579572495
2015-09-07,1.1167,1.1199,0.0343378576428164
2015-09-08,1.1199,1.1204,0.005356425567669856
2015-09-09,1.1204,1.1276,0.07686859024804764
2015-09-10,1.1276,1.1339,0.06685845285403905
2015-09-11,1.1339,1.1318,-0.022244787232447473
2015-09-14,1.1318,1.1266,-0.055260458973717605
2015-09-15,1.1266,1.1289,0.02447351768265259
2015-09-16,1.1289,1.1435,0.15420032634401487
2015-09-17,1.1435,1.1305,-0.13720466093773387
2015-09-18,1.1305,1.1186,-0.12698531196644366
2015-09-21,1.1186,1.1118,-0.07317095841742402
2015-09-22,1.1118,1.1185,0.0720981409297832
2015-09-23,1.1185,1.1229,0.0471134717797025
2015-09-24,1.1229,1.1194,-0.03746156545480636
2015-09-25,1.1194,1.1243,0.05241350758145747
2015-09-28,1.1243,1.1245,0.0021344717238782358
2015-09-29,1.1245,1.1176,-0.07385956147942048
2015-09-30,1.1176,1.1194,0.019311582174084716
2015-10-01,1.1194,1.1209,0.016069278837485504
2015-10-02,1.1209,1.1185,-0.025721185162383794
2015-10-05,1.1185,1.1268,0.08871906086439797
2015-10-06,1.1268,1.1235,-0.0351953325220051
2015-10-07,1.1235,1.1278,0.045840236972374285
2015-10-08,1.1278,1.1354,0.08059415236253091
2015-10-09,1.1354,1.1355,0.00105684970784755
2015-10-12,1.1355,1.1376,0.022172370040358182
2015-10-13,1.1376,1.1473,0.1018869090734503
2015-10-14,1.1473,1.1382,-0.09555946363288369
2015-10-15,1.1382,1.1346,-0.03801481531868058
2015-10-16,1.1346,1.1324,-0.023290699856667506
2015-10-19,1.1324,1.1344,0.021175230481421822
2015-10-20,1.1344,1.1336,-0.008465608816709786
2015-10-21,1.1336,1.1106,-0.2459759948275658
2015-10-22,1.1106,1.1014,-0.09981974374950989
2015-10-23,1.1014,1.1056,0.04567291422029088
2015-10-26,1.1056,1.1048,-0.008686211019875986
2015-10-27,1.1048,1.092,-0.1398413494827836
2015-10-28,1.092,1.0976,0.06138120800124225
2015-10-29,1.0976,1.1005,0.03166372793874735
2015-10-30,1.1005,1.1013,0.008720138452581495
2015-11-02,1.1013,1.0966,-0.051321794411401084
2015-11-03,1.0966,1.0862,-0.1143494084304381
2015-11-04,1.0862,1.0881,0.02097227227465665
2015-11-05,1.0881,1.0738,-0.15875156362196677
2015-11-06,1.0738,1.0749,0.012286499886584245
2015-11-09,1.0749,1.0723,-0.029061117035014048
2015-11-10,1.0723,1.0743,0.02236094935676223
2015-11-11,1.0743,1.0817,0.08237509156496792
2015-11-12,1.0817,1.0777,-0.04445684440149414
2015-11-13,1.0777,1.0684,-0.10400326040376304
2015-11-16,1.0684,1.0641,-0.04839396945743895
2015-11-17,1.0641,1.0658,0.01915583297995291
2015-11-18,1.0658,1.0732,0.08302978426544477
2015-11-19,1.0732,1.0643,-0.09993040205364453
2015-11-20,1.0643,1.0634,-0.010151807721127667
2015-11-23,1.0634,1.064,0.0067688259762196295
2015-11-24,1.064,1.0626,-0.015799870616962756
