Date,Front,Next,Carry
2015-05-18,1227.6,1206.7,-0.20606019199231096
2015-05-19,1206.7,1208.7,0.019872489430275062
2015-05-20,1208.7,1204.1,-0.04575602360685603
2015-05-21,1204.1,1204.0,-0.00099663635288326
2015-05-22,1204.0,1186.9,-0.171653769675681
2015-05-25,1186.9,1185.6,-0.013150686247646681
2015-05-27,1185.6,1188.8,0.032345033060067634
2015-05-28,1188.8,1189.8,0.010089969483726244
2015-05-29,1189.8,1188.7,-0.011099433206719337
2015-06-01,1188.7,1194.4,0.057404330860825054
2015-06-02,1194.4,1184.9,-0.09582701282743614
2015-06-03,1184.9,1175.2,-0.09864044355632126
2015-06-04,1175.2,1168.1,-0.07271818437620699
2015-06-05,1168.1,1173.6,0.05636940800545752
2015-06-08,1173.6,1177.6,0.040830253750079204
2015-06-09,1177.6,1186.6,0.09136327019917305
2015-06-10,1186.6,1180.4,-0.06286452906910073
2015-06-11,1180.4,1179.2,-0.01220545960454646
2015-06-12,1179.2,1185.8,0.06697691805834054
2015-06-15,1185.8,1180.9,-0.049689511992375326
2015-06-16,1180.9,1176.8,-0.04173563184009872
2015-06-17,1176.8,1202.0,0.254255349695102
2015-06-18,1202.0,1201.9,-0.0009983776369165702
2015-06-19,1201.9,1184.1,-0.17904774746198665
2015-06-22,1184.1,1176.6,-0.07624882687866676
2015-06-23,1176.6,1172.9,-0.0377953068347533
2015-06-24,1172.9,1171.8,-0.011259437001254643
2015-06-25,1171.8,1173.2,0.014328359911293224
2015-06-26,1173.2,1179.0,0.05917876120890023
2015-06-29,1179.0,1171.8,-0.07350712112019278
2015-06-30,1171.8,1169.3,-0.025628987572986203
2015-07-01,1169.3,1163.5,-0.059670904847116554
2015-07-02,1163.5,1173.2,0.09962825233139472
2015-07-03,1173.2,1152.6,-0.21257757720876208
2015-07-07,1152.6,1163.5,0.11294932487736672
2015-07-08,1163.5,1159.2,-0.0444311008304855
2015-07-09,1159.2,1157.9,-0.01346510865894273
2015-07-10,1157.9,1155.4,-0.025936983252745828
2015-07-13,1155.4,1153.5,-0.019749668800282554
2015-07-14,1153.5,1147.4,-0.0636274253524513
2015-07-15,1147.4,1143.9,-0.036660439633714764
2015-07-16,1143.9,1131.9,-0.12655007871903945
2015-07-17,1131.9,1106.8,-0.26909601270724515
2015-07-20,1106.8,1103.5,-0.03583226659175707
2015-07-21,1103.5,1091.5,-0.13120859648151006
2015-07-22,1091.5,1094.1,0.02855052591294578
2015-07-23,1094.1,1085.5,-0.09469676597277192
2015-07-24,1085.5,1096.4,0.11989650132341001
2015-07-27,1096.4,1096.2,-0.002189181799376428
2015-07-28,1096.2,1092.6,-0.03947371980478642
2015-07-29,1092.6,1088.7,-0.04291023689379353
2015-07-30,1088.7,1095.1,0.07033631273494886
2015-07-31,1095.1,1089.4,-0.06262316798567107
2015-08-03,1089.4,1090.7,0.014311271821477274
2015-08-04,1090.7,1085.6,-0.05624234896845521
2015-08-05,1085.6,1090.1,0.049639267363840694
2015-08-06,1090.1,1094.1,0.04395206818117569
2015-08-07,1094.1,1104.1,0.10918099154816496
2015-08-10,1104.1,1107.7,0.03906324093355036
2015-08-11,1107.7,1123.6,0.17102427248641697
2015-08-12,1123.6,1115.6,-0.08574527372105634
2015-08-13,1115.6,1112.7,-0.03123459107614738
2015-08-14,1112.7,1118.4,0.06131517979069153
2015-08-17,1118.4,1116.9,-0.016105223193179318
2015-08-18,1116.9,1127.9,0.117606073189082
2015-08-19,1127.9,1153.2,0.26619828142051066
2015-08-20,1153.2,1159.6,0.06641317539903822
2015-08-21,1159.6,1153.6,-0.06225156620178916
2015-08-24,1153.6,1138.3,-0.16021879439416298
2015-08-25,1138.3,1124.6,-0.14530205367683569
2015-08-26,1124.6,1122.6,-0.021359920200028637
2015-08-27,1122.6,1134.0,0.12124538135518104
2015-08-28,1134.0,1132.5,-0.015883523166099034
2015-08-31,1132.5,1139.8,0.07710276052452118
2015-09-01,1139.8,1133.6,-0.06545278829314304
2015-09-02,1133.6,1124.5,-0.0967190037252021
2015-09-03,1124.5,1121.4,-0.033127052517577776
2015-09-04,1121.4,1121.0,-0.004281127408948045
2015-09-07,1121.0,1102.0,-0.20513320031160082
2015-09-09,1102.0,1109.3,0.07922970038104896
2015-09-10,1109.3,1103.3,-0.06508196374024289
2015-09-11,1103.3,1107.7,0.047761257079523375
2015-09-14,1107.7,1102.6,-0.05537719640764857
2015-09-15,1102.6,1119.0,0.17717282587610522
2015-09-16,1119.0,1117.0,-0.02146691091269386
2015-09-17,1117.0,1137.8,0.22140063896815532
2015-09-18,1137.8,1132.8,-0.05284955252510052
2015-09-21,1132.8,1124.8,-0.0850464225966585
2015-09-22,1124.8,1131.5,0.07126732820630095
2015-09-23,1131.5,1153.8,0.23419988099036346
2015-09-24,1153.8,1145.6,-0.08558790739689488
2015-09-25,1145.6,1131.7,-0.14649108281382145
2015-09-28,1131.7,1126.8,-0.05207003963614101
2015-09-29,1126.8,1115.2,-0.12417595195149683
2015-09-30,1115.2,1113.7,-0.01615146728645936
2015-10-01,1113.7,1136.6,0.24424253356759784
2015-10-02,1136.6,1137.6,0.010553162231463568
2015-10-05,1137.6,1146.4,0.09246980957982903
2015-10-06,1146.4,1148.7,0.024051247648755762
2015-10-07,1148.7,1144.3,-0.04605326193227394
2015-10-08,1144.3,1155.9,0.12103397971863254
2015-10-09,1155.9,1164.5,0.08895058829008848
2015-10-12,1164.5,1165.4,0.009270784614938875
2015-10-13,1165.4,1179.8,0.14736668232001193
2015-10-14,1179.8,1187.5,0.07806389207785594
2015-10-15,1187.5,1183.1,-0.044545735790150386
2015-10-16,1183.1,1172.8,-0.10492872152676067
2015-10-19,1172.8,1177.5,0.04799393709823001
2015-10-20,1177.5,1167.1,-0.10645808966717861
2015-10-21,1167.1,1166.1,-0.010286302704249847
2015-10-22,1166.1,1162.8,-0.03400749409879511
2015-10-23,1162.8,1166.2,0.03503652124001815
2015-10-26,1166.2,1165.8,-0.004116638119275844
2015-10-27,1165.8,1176.1,0.10555599894649638
2015-10-28,1176.1,1147.3,-0.2975102886227218
2015-10-29,1147.3,1141.4,-0.06186932042987364
2015-10-30,1141.4,1135.9,-0.057963490382781355
2015-11-02,1135.9,1114.1,-0.2325406100652626
2015-11-03,1114.1,1106.2,-0.08539422605631719
2015-11-04,1106.2,1104.2,-0.021715532527601052
2015-11-05,1104.2,1087.7,-0.18066858900167565
2015-11-06,1087.7,1088.1,0.004412170285940842
2015-11-09,1088.1,1088.5,0.00441054861163091
2015-11-10,1088.5,1084.9,-0.03975341815436403
2015-11-11,1084.9,1081.0,-0.043215338270361545
2015-11-12,1081.0,1080.9,-0.0011101346046120794
2015-11-13,1080.9,1083.6,0.0299376454653918
2015-11-16,1083.6,1068.6,-0.16727340824722847
2015-11-17,1068.6,1068.7,0.0011229120861619933
2015-11-18,1068.7,1077.9,0.10286096708077998
2015-11-19,1077.9,1076.3,-0.017825646207963536
2015-11-20,1076.3,1066.8,-0.10638863954871955
2015-11-23,1066.8,1073.8,0.0784829481673197
2015-11-24,1073.8,1070.0,-0.04254132639020674
2015-11-25,1070.0,1056.2,-0.15577304619742804
2015-11-26,1056.2,1065.3,0.1029466601318271
2015-11-30,1065.3,1063.5,-0.020293127722319997
2015-12-01,1063.5,1053.8,-0.10995212238127808
2015-12-02,1053.8,1061.2,0.08397197386079025
2015-12-03,1061.2,1084.1,0.25619767684393496
2015-12-04,1084.1,1075.2,-0.0989215067803298
2015-12-07,1075.2,1075.3,0.0011160195311459265
2015-12-08,1075.3,1076.5,0.013384144895245594
2015-12-09,1076.5,1072.0,-0.0502677020840448
2015-12-10,1072.0,1075.7,0.041346597686549955
2015-12-11,1075.7,1063.4,-0.1380034844126598
2015-12-14,1063.4,1061.6,-0.020329416626886032
2015-12-15,1061.6,1076.8,0.1705977104695875
2015-12-16,1076.8,1049.6,-0.30701448840766543
2015-12-17,1049.6,1065.0,0.17478791944441047
2015-12-18,1065.0,1080.6,0.17449971919727708
2015-12-21,1080.6,1074.1,-0.07240008967156886
2015-12-22,1074.1,1068.3,-0.06497401982591403
2015-12-23,1068.3,1075.9,0.08506704777626305
2015-12-24,1075.9,1068.3,-0.08506704777626296
2015-12-28,1068.3,1068.0,-0.003370313180418605
2015-12-29,1068.0,1059.8,-0.09249035353774139
2015-12-30,1059.8,1060.2,0.004528301940529388
2015-12-31,1060.2,1075.2,0.16858945458215285
2016-01-04,1075.2,1078.4,0.03566124466988976
2016-01-05,1078.4,1091.9,0.14929004234373616
2016-01-06,1091.9,1107.8,0.17348122294779333
2016-01-07,1107.8,1097.9,-0.10772162829979959
2016-01-08,1097.9,1096.2,-0.018595327544049363
2016-01-11,1096.2,1085.2,-0.12102422192687179
2016-01-12,1085.2,1087.1,0.020991581102135778
2016-01-13,1087.1,1073.6,-0.14995335591044764
2016-01-14,1073.6,1090.7,0.189626456607359
2016-01-15,1090.7,1089.1,-0.017616298236679637
2016-01-18,1089.1,1106.2,0.18694861774724356
2016-01-20,1106.2,1098.2,-0.08709891258966528
2016-01-21,1098.2,1096.3,-0.020779225971336555
2016-01-22,1096.3,1105.3,0.09811101163698491
2016-01-25,1105.3,1120.2,0.16068539350586664
2016-01-26,1120.2,1115.8,-0.04722725237164905
2016-01-27,1115.8,1116.1,0.003225951002893618
2016-01-28,1116.1,1116.4,0.0032250840059759333
2016-01-29,1116.4,1128.0,0.12404316475004443
2016-02-01,1128.0,1127.2,-0.008513657682404288
2016-02-02,1127.2,1141.3,0.1491753837010068
2016-02-03,1141.3,1157.5,0.16913452081001817
2016-02-04,1157.5,1157.7,0.002073255015524558
2016-02-05,1157.7,1197.9,0.40961694630723133
2016-02-08,1197.9,1198.6,0.007010223441592519
2016-02-09,1198.6,1194.6,-0.040113692710550757
2016-02-10,1194.6,1247.8,0.5228471925417659
2016-02-11,1247.8,1239.4,-0.08105530978414524
2016-02-12,1239.4,1208.2,-0.30594891388039525
2016-02-15,1208.2,1211.4,0.031740802106472725
2016-02-17,1211.4,1226.3,0.146697482653602
2016-02-18,1226.3,1230.8,0.04395430415887767
2016-02-19,1230.8,1210.1,-0.20353636372656042
2016-02-22,1210.1,1222.6,0.12332085348741884
2016-02-23,1222.6,1239.1,0.16086685233386572
2016-02-24,1239.1,1238.8,-0.0029056862807929264
2016-02-25,1238.8,1220.4,-0.1795739430783965
2016-02-26,1220.4,1234.4,0.13687617847723926
2016-02-29,1234.4,1230.8,-0.035047891212773505
2016-03-01,1230.8,1241.8,0.1067709057948672
2016-03-02,1241.8,1258.2,0.15744225846164273
2016-03-03,1258.2,1270.7,0.11862961889471192
2016-03-04,1270.7,1264.0,-0.06343960804423247
2016-03-07,1264.0,1262.9,-0.010447584656139467
2016-03-08,1262.9,1257.4,-0.0523748004379643
2016-03-09,1257.4,1272.8,0.14607721289539422
2016-03-10,1272.8,1259.4,-0.12700537162721703
2016-03-11,1259.4,1245.1,-0.137034829155307
2016-03-14,1245.1,1231.0,-0.13666800928695882
2016-03-15,1231.0,1229.8,-0.011703511981010582
2016-03-16,1229.8,1265.0,0.33864681170701494
2016-03-17,1265.0,1254.3,-0.10193368957189955
2016-03-18,1254.3,1244.2,-0.09701873939651393
2016-03-21,1244.2,1248.6,0.042362046560689544
2016-03-22,1248.6,1224.0,-0.2387848746644679
2016-03-23,1224.0,1221.6,-0.023552510014185808
2016-03-24,1221.6,1220.1,-0.014743827877609136
2016-03-28,1220.1,1235.8,0.15342853254708927
2016-03-29,1235.8,1228.6,-0.070118686764626
