Date,Front,Next,Carry
2015-05-18,2129.2,2127.8,-0.00789288259603734
2015-05-19,2127.8,2125.8,-0.011284559793412738
2015-05-20,2125.8,2130.8,0.028191527320353862
2015-05-21,2130.8,2126.1,-0.026498166702290292
2015-05-22,2126.1,2104.2,-0.12424761732159142
2015-05-26,2104.2,2123.5,0.10956388054966348
2015-05-27,2123.5,2120.8,-0.015267537342120358
2015-05-28,2120.8,2107.4,-0.07606098971266301
2015-05-29,2107.4,2111.7,0.024460201401218698
2015-06-01,2111.7,2109.6,-0.011939450917423291
2015-06-02,2109.6,2114.1,0.025570007544114086
2015-06-03,2114.1,2095.8,-0.1043261755229404
2015-06-04,2095.8,2092.8,-0.017189517335540503
2015-06-05,2092.8,2079.3,-0.07765900404996967
2015-06-08,2079.3,2080.2,0.005192931923806959
2015-06-09,2080.2,2105.2,0.14335717872709508
2015-06-10,2105.2,2108.9,0.021072120457138785
2015-06-11,2108.9,2094.1,-0.08451141282734753
2015-06-12,2094.1,2084.4,-0.05571387296456201
2015-06-15,2084.4,2096.3,0.06831410321732627
2015-06-16,2096.3,2100.4,0.023447001526408422
2015-06-17,2100.4,2121.2,0.1182499619912473
2015-06-18,2121.2,2110.0,-0.06352822551435255
2015-06-19,2110.0,2122.8,0.072576293803535
2015-06-22,2122.8,2124.2,0.007911467204388862
2015-06-23,2124.2,2108.6,-0.08845248893507858
2015-06-24,2108.6,2102.3,-0.035906840061228976
2015-06-25,2102.3,2101.5,-0.00456729631090554
2015-06-26,2101.5,2057.6,-0.25333344482245357
2015-06-29,2057.6,2063.1,0.032033411407198585
2015-06-30,2063.1,2077.4,0.08288886959773074
2015-07-01,2077.4,2076.8,-0.0034663714072816687
2015-07-02,2076.8,2068.8,-0.04631422190613365
2015-07-06,2068.8,2081.3,0.0722876333593531
2015-07-07,2081.3,2046.7,-0.20116750174562537
2015-07-08,2046.7,2051.3,0.026939982032252348
2015-07-09,2051.3,2076.6,0.1470984285751472
2015-07-10,2076.6,2099.6,0.1321789141054946
2015-07-13,2099.6,2108.9,0.05303560967488865
2015-07-14,2108.9,2107.4,-0.008538292227497754
2015-07-15,2107.4,2124.3,0.09584851392492921
2015-07-16,2124.3,2126.6,0.012985486693771996
2015-07-17,2126.6,2128.3,0.009588945021269498
2015-07-20,2128.3,2119.2,-0.05141856013078028
2015-07-21,2119.2,2114.2,-0.028346023479567183
2015-07-22,2114.2,2102.2,-0.06830489934370335
2015-07-23,2102.2,2079.7,-0.12912915438454448
2015-07-24,2079.7,2067.6,-0.07002165842389108
2015-07-27,2067.6,2093.2,0.14766577411402093
2015-07-28,2093.2,2108.6,0.0879626957375577
2015-07-29,2108.6,2108.6,0.0
2015-07-30,2108.6,2103.8,-0.027347842052105102
2015-07-31,2103.8,2098.0,-0.033128680187176664
2015-08-03,2098.0,2093.3,-0.026912902269216367
2015-08-04,2093.3,2099.8,0.037204007764397515
2015-08-05,2099.8,2083.6,-0.09293922251765446
2015-08-06,2083.6,2077.6,-0.03460542626997293
2015-08-07,2077.6,2104.2,0.15266359230778315
2015-08-10,2104.2,2084.1,-0.11517888008691002
2015-08-11,2084.1,2086.1,0.011510240199549389
2015-08-12,2086.1,2083.4,-0.015541433998705466
2015-08-13,2083.4,2091.5,0.04656404798285666
2015-08-14,2091.5,2102.4,0.062376448896458624
2015-08-17,2102.4,2096.9,-0.03143382837109768
